Region;project;bp_from;bp_to;km from;km to;distance;Bemerkungen;date from;date to;amount of weeks;"Umsetzung / 
Intervalltyp / Umleitung";reduction of capacity;bis_geopos;von Betriebspunkt
ROT;FsE24: NH Umsetzung Linienkonzept (ex 2020);NH;NH;;;0;Konzept aus 2020 übernommen neu prüfen, Umleitung, FsE24 Ausführung jedoch 2025;2025-08-03;2025-09-13;6.0;Sperre Bahnhof Nacht;0.25;47.683133385,8.62493454502;Neuhausen
ROT;WN Überholgleis;WN;WN;;;0;;2024-01-01;2024-12-15;50.0;Umsetzung;;47.1299210164,9.09471050742;Weesen
ROT;FsE24 Mols - UNT;MOLS;UNT;;;4.4;Konflikt Rheintal;2024-01-01;2024-12-15;50.0;Umsetzung;0.25;47.1138568354,9.25501833667;Unterterzen
ROT;LQ Stw Ersatz;LQ;LQ;;;0;im Projekt 1161186;2024-01-01;2025-11-30;100.0;Umsetzung;;46.9674404286,9.55404467894;Landquart
ROT;FbE24: W Gl. 43,44,61;WWE;W;;;1.1;Abgleich Brüttener: Was ist nötig.;2024-03-01;2024-04-04;5.0;Sperre Bahnhof Nacht;0.25;47.5003337739,8.72382110762;Winterthur
ROT;AS35 Brüttenertunnel Abschnitt BSD;BSD;BSD;;;0;;2026-01-01;2033-08-31;400.0;Umsetzung;0.25;47.4385705613,8.62622097081;Bassersdorf
ROT;BSD Stw Ersatz;BSD;BSD;;;0;im AS35 Brüttener Projekt;2029-01-01;2030-12-01;100.0;Umsetzung;;47.4385705613,8.62622097081;Bassersdorf
ROT;SG Stw Ersatz;SG;SG;;;0;;2027-01-01;2028-11-30;100.0;Umsetzung;;47.4231789578,9.36989672929;St Gallen
ROT;ZEB WAKO SG-SMG;SG;SMG;;;0;;2025-01-01;2029-10-16;250.0;Umsetzung;;47.4532159757,9.6382619195;St Margrethen
ROT;AS35 RS-RSST DS;RS;RSST;;;0;;2031-01-01;2032-11-30;100.0;Umsetzung;;47.4755923529,9.48936372278;Rorschach Stadt
ROT;RCK Stw Ersatz;RCK;RCK;;;0;;2028-01-01;2029-11-30;100.0;Umsetzung;;47.4668859521,9.5909126225;Rheineck
ROT;Fährhütten Neubau Haltestelle;SEV;TRUE;;;0;Termine SAP: Ausführung 2025-2027, IBN 03/27!;2024-01-01;2025-11-30;100.0;Umsetzung;;47.0715830597,9.4803456152;Trübbach
ROT;BZN BehiG;BZN;BZN;;;0;zu prüfende Konzeptidee:Tagsüber ausserhalb HVZ, kein kommerzieller Halt in BZN (Durchfahrt über Gl. 2, sofern frei), Bahnersatz für BZN;2024-03-01;2024-04-25;8.0;Sperre Bahnhof Nacht;1.0;47.5004152503,9.23403531753;Bischofszell Nord
ROT;WZ-KN Neubau Unterführung Usterstrasse;WZ;KN;;;0;gem LCM IBN 2026;2026-01-01;2026-06-24;25.0;Umsetzung;;47.3320431153,8.8047206925;Kempten
ROT;AS35 SEU Wendegleis;SEU;DIH;;;0;;2030-01-01;2033-10-31;200.0;Umsetzung;;47.5533451481,8.75298087411;Dinhard
ROT;EdV OWT-STR Perronverlängerung 170m (TLH, OSS, EW);OWT;STR;;;0;;2027-01-01;2028-11-30;100.0;Umsetzung;;47.6561110013,8.85502002864;Stein am Rhein
ROT;FsE OWT-EW;OWT;SEU;;;0;Abschnitt 1 OWT-SEU, Abschnitt 2 Bhf SEU, soll als Einzelprojekt beauftragt werden;2023-01-01;2026-10-31;200.0;Sperre Strecke Nacht;0.25;47.5357669764,8.73888339067;Seuzach
ROT;FbE24 Arbon (ganzer Bhf) + Einfahrweiche Horn;ARB;HN;;;#VALUE!;Antrag auf Schiebung in 2025 Grund: Konflikt Sperrung Rheintal Süd;2025-01-01;2026-12-01;100.0;Umsetzung;;47.4931799805,9.46338787007;Horn
ROT;FbE26 WF-KHF Gl 720 (ex FbE22);WF;KHF;;;0.968;Totalsperrung ex 2022;2026-09-05;2026-09-25;3.0;Sperre Strecke 24 Std;1.0;47.5721871628,9.1697794714;Kehlhof
RSD;BRU-AL Unterhaltsfenster;BRU;AL;20.9;36.2;15.3;Unterhaltsfenster;2024-08-25;2024-09-07;2.0;Sperre Strecke Nacht;0.5;46.8757386867,8.6315753775;Altdorf
RSD;LED Roullout Los 2;FL;FL;32;33.3;1300;LED Roullot;2026-01-04;2026-05-02;17.0;Sperre Bahnhof Nacht;0.25;46.9017301738,8.6243027189;Flüelen
RSD;Vergrössern der Gleisachsabstände beide Seiten;RYN;RYN;37.2;39;1.8;Anlagen Manko;2025-04-01;2025-12-22;38.0;Sperre Strecke Nacht;0.25;46.8633479623,8.63546681711;Rynächt Nord
RSD;Erstfeld  Stellwerkersatzt;ER;ER;40.8;42.5;1.7;STW Ersatzt;2025-09-01;2026-03-29;30.0;Sperre Bahnhof Nacht;0.5;46.8203393997,8.65045465313;Erstfeld
RSD;"BZU23; Bodio";BO;BO;125.4;125.6;0.2;BZU23;2026-03-01;2026-12-12;41.0;Sperre Bahnhof Nacht;0.25;46.380254548,8.90656793402;Bodio TI
RSD;FbE24_BO_W_21-22-28_GL_5-35;BO;BO;125.2;125.5;0.3;FbE24;2024-08-19;2024-09-15;4.0;Sperre Bahnhof Tag;0.5;46.380254548,8.90656793402;Bodio TI
RSD;Bodio, nuovo piazzale di carico/scarico;BO;BO;123.9;124.35;0.45;Freiverlad Bodio;2024-04-01;2024-12-22;38.0;Sperre Bahnhof Tag;0.25;46.380254548,8.90656793402;Bodio TI
RSD;Phase A9;BEL;GIU;151.876;153.07;1.194;Giubiasco 44-34-24 13-252;2024-11-11;2024-12-01;3.0;Sperre Strecke Tag;0.25;46.1738126869,9.00360006177;Giubiasco
RSD;Phase C3 (BIN 200);BEL;GIU;151.652;152.089;0.437;Bellinzona 891-881-871-W901;2027-04-27;2027-05-24;4.0;Sperre Strecke Nacht;0.25;46.1738126869,9.00360006177;Giubiasco
RSD;FbE24_CHI_W_103-104-106_GL_122-132;CHI;CHI;;;0.2;FbE24;2024-01-02;2024-01-29;4.0;Sperre Strecke Nacht;0.25;45.8321680089,9.0314495232;Chiasso
RSD;Cadenazzo aumento capacità (GV) AS2030/35;CD;CD;159.669;159.831;0.162;AS35;2024-01-01;2026-12-13;154.0;Sperre Bahnhof Nacht;0.25;46.1526199984,8.94169884827;Cadenazzo
RSD;Cadenazzo Erhaltungszentrum (IH);CD;CD;;;;ETCS L2 (Anmeld);2025-01-01;2027-12-13;154.0;Sperre Bahnhof Nacht;0.25;46.1526199984,8.94169884827;Cadenazzo
RSD;Cham: Perronverlängerung 320m;CHAM;CHAM;43.35;43.75;0.4;AS35;2026-01-01;2028-04-26;121.0;Sperre Bahnhof Nacht;0.25;47.178243841,8.45750481581;Cham
RSD;ZG-GD Unterhaltsfenster;ZG;GD;0.16;9.7;9.54;Unterhaltsfenster;2024-05-20;2024-06-02;2.0;Sperre Strecke Nacht;0.5;47.049044874,8.54944633996;Arth-Goldau
RME;AS35 GREL-DUG Doppelspurausbau;GREL;DUG;107;111.4;0.1114;Sperrmuster ohne RM;2023-04-01;2025-03-28;104.0;Sperre Strecke Nacht;1.0;47.4534448145,7.60346074943;Duggingen
RME;;OL;BI;;;0;Sperre DpS GREL-DUG;2025-04-01;2025-09-01;22.0;Umleitung;;47.1328978528,7.24291053739;Biel/Bienne
RME;;OB;OB;;;0;;2025-02-01;2025-05-30;17.0;Sperre Bahnhof Nacht;0.25;47.3052472113,7.7717238037;Oberbuchsiten
RME;;LUT;LUT;;;0;;2026-02-01;2026-05-02;13.0;Sperre Bahnhof Nacht;0.25;47.2171492197,7.58352344644;Luterbach-Attisholz
RME;SO-SW, Ersatz Aarebrücken;SO;SW;74;74.6;0.0746;"Wettbewerb brücke; Ausführungszeit inkl. Bauzeit Brücke; BPP Stufe 1 am 31.3.22";2026-01-01;2027-12-29;104.0;Sperre Strecke 24 Std;0.5;47.2067172615,7.53194908407;Solothurn West
RME;OEN=NB, Gl. 104-556;OEN;WAA;57.247;58.028;0.058028;Zusammen mit BZU NB, FbE22 600er Gleis teilweise im 24;2024-07-01;2024-07-28;4.0;Sperre Strecke Nacht;0.5;47.2319565613,7.65623444913;Wangen an der Aare
RME;FbE: Gl. 492, 62-72, 73-23, 641-2, 7-9, W. 11/12;OLH;OLH;39.844;41.102;0.041102;;2024-01-01;2024-12-29;52.0;Sperre Bahnhof Nacht;0.5;47.348555177,7.89772397213;Olten Hammer
RME;UF Gäu;OLH;SO;;;0;"Total 40 Sperrungen, jeweils Dienstag bis Samstag 08.30h bis 15.30h
	10 Sperrungen, 2 Wochen im Frühling und 2 Wochen im Herbst.
Bahnersatz: Für Regionalverkehr. Schnellzüge umleiten über NBS-ABS";2024-01-01;2024-12-29;52.0;Sperre Strecke Tag;0.5;47.2041925029,7.54268923738;Solothurn
RME;"Herzogenbuchsee und Langenthal: Bau von IH-
Stützpunkte";HB;LTH;67.5;58.5;0.0585;;2024-01-01;2025-10-26;95.0;Umsetzung;;47.2173029163,7.78471520185;Langenthal
RME;"Bern Wankdorf, neue PU
und Haltestelle Nord";BWY;"LGUT
OST";103.3;"102.400
109.600";#VALUE!;;2021-08-02;2025-09-14;215.0;Sperre Strecke 24 Std;0.25;;
RME;FbE24 LTH-HB Gleis 365;LTH;HB;64.6;65.415;0.065415;;2024-01-15;2024-12-15;48.0;Sperre Strecke 24 Std;0.25;47.1880861101,7.70095832122;Herzogenbuchsee
RME;Cluster mit Totalsperrung SCHH_LN;LN;SCHH;38.1;59.7;0.0597;Div.;2025-04-02;2025-07-29;17.0;Sperre Strecke 24 Std;1.0;46.9506473328,8.01515060209;Schüpfheim
RME;"AS35 Zofingen: Schnelle
Einfahrt G nach Gleis 4";ZF;ZF;46.8;48.2;0.0482;Inkl. Stellwerkersatz;2027-02-01;2031-08-03;235.0;Sperre Bahnhof Nacht;0.25;47.2880525355,7.94311764754;Zofingen
RME;Stellwerkersatz und Fahrbahnerneuerungen;EBR;EBR;87.1;90.9;0.0909;;2024-01-01;2025-01-19;55.0;Sperre Strecke Nacht;;47.070601491,8.28256532837;Emmenbrücke
RME;FMUE, FbE24 W. 9-11, 14-16;LZ;EBR;91.95;91.7;0.0917;;2024-01-15;2024-12-15;48.0;Sperre Strecke Nacht;;47.070601491,8.28256532837;Emmenbrücke
RME;Erneuerung Brücke über die kleine Emme;EBR;FMUE;90.615;90.65;0.09065;;2024-09-01;2026-03-28;82.0;Umsetzung;;47.0566007468,8.28684763509;Fluhmühle (Abzw)
RME;FbE24 LZ Weichen 643, 644, 651-655, 657, 658, 704, 705 und Gleis 304;LZ;LZ;94.2;94.6;0.0946;Umbau der Nebenanlage;2024-01-15;2024-12-15;48.0;Sperre Bahnhof 24 Std;;47.0501778105,8.31018315401;Luzern
RME;;OL;OL;;;0;FL Arbeiten UW in Olten, ABO, OLH, RTR, Arbeiten aktuell verzögert;2024-01-01;2024-12-29;52.0;Sperre Bahnhof 24 Std;1.0;47.3519347412,7.90769966099;Olten
RME;PR=FRE, Gl. 109;PR;FRE;;;0;;2024-01-01;2024-12-29;52.0;Sperre Strecke Nacht;0.5;47.5014699912,7.71911047846;Frenkendorf-Füllinsdorf
RME;AS35 Safenwil-Walterswil: Bau Doppelspur inkl. 2. Perron;SAF;WAST;6.5;4.4;0.0044;;2026-01-01;2030-12-25;260.0;Sperre Strecke Nacht;0.25;47.3199235956,7.96320362872;Walterswil-Striegel
RME;Umbau Knoten Olten;OL;OL;;;0;;2030-01-01;2032-12-27;156.0;Sperre Bahnhof 24 Std;0.25;47.3519347412,7.90769966099;Olten
RME;Totalerneuer. Fahrleitung;MEG;MEG;10.043;11.45;0.01145;Bau Fundamente im 2022;2024-04-02;2024-04-15;2.0;Sperre Strecke 24 Std;0.25;47.0501478318,8.38306144451;Meggen
RME;"BZ Mitte, Migration rcs95 auf
RCI der Zellen OTH";OTH;OI;65.5;95.9;0.0959;"Benzenschwil, Mellingen, Oberrüti,
Othmarsingen, Sins, Wohlen. Abbruch rcs95 Stationen, Bau RCI, Migration aSB9 von S5 auf S7 und  Rückbau rcs95 Zentralen";2024-01-01;2024-12-29;52.0;Sperre Strecke Nacht;;47.1659261632,8.4047794455;Oberrüti
RME;"RK Projektierung WildTK
ZG6 Risch Astra";RK;IM;101.6;102.6;0.1026;"Erstellung Wildtierkorridier
Spw Brüglen";2023-04-01;2025-02-28;100.0;Sperre Strecke Nacht;;47.0916186586,8.46267208892;Immensee
